ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45804427,1811,LEXUS,LS 460,2010,Sedan,Yes,Petrol,4.6,108171 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,38060.0
45809266,696,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2.2,86359 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,32104.0
45775385,2469,BMW,X5,2004,Jeep,Yes,Diesel,3,248000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,0,25089.0
45648656,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,2038.0
45771901,584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,169141 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,4391.0
45664654,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,470.0
45803013,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,185987 km,4.0,Automatic,Front,04-May,Left wheel,White,4,19309.0
45801109,-,VAZ,2106,1974,Sedan,No,Petrol,0.6,5200 km,1.0,Manual,Rear,02-Mar,Left wheel,White,10,2437.0
45749568,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,30.0
45763150,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,94.0
44061557,1552,HONDA,Shuttle,2015,Hatchback,No,Hybrid,1.5,42000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,6,15000.0
45809211,765,FORD,Taurus,2015,Sedan,Yes,Petrol,2,87704 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,40092.0
45768354,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,221760 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,706.0
45768552,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0,15681.0
45779762,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,14740.0
45792647,-,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,51600 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8,17249.0
45797136,966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2,125350 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,16358.0
45730857,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,81665 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868.0
45744610,-,CHEVROLET,Captiva,2007,Jeep,No,Diesel,2.0 Turbo,230000 km,4.0,Manual,4x4,04-May,Left wheel,Grey,6,19444.0
45636893,595,TOYOTA,Yaris iA,2015,Sedan,No,Petrol,1.5,78400 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,17249.0
45722256,915,BMW,X5,2014,Jeep,Yes,Diesel,3.0 Turbo,93000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,0,95651.0
45788474,-,TOYOTA,Prius C,2015,Hatchback,No,Hybrid,1.5,144000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,20385.0
45760785,-,AUDI,Q5,2011,Jeep,No,Petrol,3.2,174000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,0,14740.0
45776644,-,FORD,Focus Flexfuel,2015,Sedan,No,Petrol,2,165616 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,16308.0
45763345,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,106442 km,4.0,Automatic,Front,04-May,Left wheel,White,0,470.0
45769630,-,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,115000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,11917.0
45487601,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,115000 km,4.0,Variator,Front,04-May,Left wheel,Sky blue,12,23521.0
45815390,518,LEXUS,ES 350,2016,Sedan,Yes,Hybrid,2.5,129989 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784.0
45787874,-,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2.4,67000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12,80.0
45798367,-,MERCEDES-BENZ,GL 550,2013,Jeep,Yes,Petrol,4.7 Turbo,130000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,81539.0
45649897,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,62938 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,20071.0
45802944,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,68558 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,12083.0
45809953,419,NISSAN,March,2013,Hatchback,Yes,Petrol,1.2,107135 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,4980.0
45730623,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,260000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,18240.0
45793671,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,62336 km,4.0,Automatic,Front,04-May,Left wheel,White,4,7683.0
45765802,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,134157 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,549.0
45032607,-,KIA,RIO,2016,Sedan,No,Petrol,1.2,91000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,16308.0
45762075,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,111111 km,4.0,Variator,4x4,04-May,Right-hand drive,Black,0,8624.0
45809638,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127024 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,16766.0
45768416,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706.0
45770711,-,BMW,320 I,1995,Sedan,No,Petrol,2,354000 km,6.0,Manual,Rear,04-May,Left wheel,Blue,2,6272.0
45811267,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,95762 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,7997.0
45769241,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,54568.0
44650379,-,MERCEDES-BENZ,CLS 350,2007,Sedan,Yes,Petrol,3.5,127000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Silver,8,23521.0
45324361,-,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,1000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,30.0
45715379,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,170000 km,4.0,Tiptronic,Front,04-May,Left wheel,Brown,10,15367.0
45768361,1076,HYUNDAI,Elantra,2020,Sedan,Yes,Petrol,2,25038 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,15210.0
45792313,-,HONDA,FIT,2004,Hatchback,No,LPG,1.3,245000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2,6586.0
45696053,-,BMW,X6,2010,Jeep,Yes,Petrol,3.5 Turbo,165000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,50178.0
45762471,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,147790 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,220.0
45691887,988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,212000 km,4.0,Variator,Front,04-May,Left wheel,Red,8,11290.0
45770745,-,SUBARU,Forester,2003,Jeep,Yes,Petrol,2,155000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Green,2,12000.0
45797424,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Diesel,1.6,120455 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,8643.0
45666999,1266,TOYOTA,Aqua G,2014,Hatchback,No,Hybrid,1.5,104200 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Purple,4,11133.0
45815276,1055,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,3.5,127416 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,706.0
45661085,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,145227 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,157.0
45816584,-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,230000 km,8.0,Automatic,Front,04-May,Left wheel,White,8,10976.0
45813530,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,238469 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,627.0
45791662,-,SUZUKI,Swift Sport,2007,Hatchback,No,Petrol,1.6,160000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,8,9722.0
45641734,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,9722.0
45789389,1055,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,3.5,85862 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,47042.0
45809183,1172,FORD,Taurus,2011,Sedan,Yes,Petrol,3.5,139934 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,20469.0
45809426,769,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,189000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,18616.0
45757562,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,0 km,4.0,Automatic,4x4,04-May,Left wheel,Red,12,2038.0
45577910,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2.0 Turbo,27579 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,12,21326.0
35464629,1111,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,108000 km,4.0,Automatic,Front,04-May,Right-hand drive,Blue,6,7840.0
45774296,420,NISSAN,Note,2012,Hatchback,No,Petrol,1.2,29000 km,3.0,Variator,Front,04-May,Left wheel,White,2,10000.0
45804781,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,75584 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,40556.0
45768179,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,11447.0
45780172,-,MITSUBISHI,Outlander,2010,Jeep,No,Petrol,2.4,130000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,6,17562.0
45809568,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,85000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,28015.0
45162636,753,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2.4,69805 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,17249.0
45796771,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,205425 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,19369.0
45720490,1685,BMW,320,1998,Universal,Yes,LPG,2,0 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,4,7840.0
45796175,765,FORD,Fusion,2015,Sedan,No,Petrol,2,128000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10,20385.0
45808302,900,JEEP,Patriot,2015,Jeep,Yes,Petrol,2.4,113821 km,4.0,Automatic,Front,04-May,Left wheel,White,12,2195.0
45803254,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,571919 km,4.0,Automatic,Front,04-May,Left wheel,White,4,10349.0
45805526,-,HYUNDAI,Elantra,2013,Hatchback,Yes,Petrol,1.8,96500 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6,19000.0
45370228,-,SEAT,Leon,2002,Hatchback,No,Diesel,1.9,111111 km,4.0,Manual,Front,04-May,Left wheel,Black,4,5959.0
45815397,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,230939 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,282.0
42962815,-,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,2.0 Turbo,29500 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,79971.0
45797035,836,HYUNDAI,Genesis,2010,Sedan,Yes,LPG,2,133225 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,9408.0
45551019,1211,MERCEDES-BENZ,300,2010,Sedan,Yes,Petrol,3,166400 km,6.0,Automatic,Rear,04-May,Left wheel,Black,8,15681.0
45766780,-,RENAULT,Duster,2014,Jeep,No,Diesel,1.5 Turbo,92200 km,4.0,Manual,4x4,04-May,Left wheel,White,4,21953.0
45809099,-,TOYOTA,Yaris,2007,Hatchback,No,Petrol,1.5,230400 km,4.0,Automatic,Front,02-Mar,Left wheel,Grey,4,10976.0
45802189,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,117466 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,34673.0
45765860,862,MAZDA,CX-7,2011,Sedan,Yes,Petrol,2.5,216550 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,549.0
45442441,-,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,95296 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,10,22580.0
45650365,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,314.0
45803254,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,571919 km,4.0,Automatic,Front,04-May,Left wheel,White,4,10349.0
45642538,751,KIA,Optima,2013,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,784.0
45799553,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,209000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,0,40.0
45809223,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,88392 km,4.0,Automatic,Front,04-May,Left wheel,White,4,37062.0
45782087,-,BMW,545,2003,Sedan,Yes,LPG,4.4,250000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,15681.0
45573325,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,77777 km,4.0,Automatic,Front,04-May,Left wheel,Red,6,10036.0
45061254,-,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.8,201193 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,18189.0
45798733,-,BMW,X5,2009,Jeep,Yes,Petrol,3.5,1000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,10,23834.0
45510457,-,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,88300 km,6.0,Automatic,Front,04-May,Left wheel,Grey,6,22894.0
45792996,-,VOLKSWAGEN,Jetta,1999,Sedan,Yes,Petrol,2,185000 km,4.0,Manual,Front,04-May,Left wheel,Silver,0,4704.0
45794246,-,MERCEDES-BENZ,E 200,1996,Sedan,No,CNG,2,777777 km,4.0,Manual,Rear,04-May,Left wheel,Silver,4,4704.0
45757277,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,47042.0
45804832,-,AUDI,Q7 sport,2011,Jeep,Yes,Diesel,3,65000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,37633.0
45816146,556,VAZ,2121 (Niva),2014,Jeep,No,Petrol,1.7,35000 km,4.0,Manual,4x4,02-Mar,Left wheel,Green,2,18503.0
45806004,-,MERCEDES-BENZ,S 550,2013,Sedan,Yes,Petrol,4.7 Turbo,106000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,34500.0
45792067,1077,HYUNDAI,Tucson,2019,Sedan,Yes,Petrol,2,31200 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12,17876.0
45774862,-,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,Petrol,3.5,273363 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,9,12858.0
45797342,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,108981 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,27755.0
45642788,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4.0,Automatic,Front,04-May,Left wheel,White,12,5488.0
45561855,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,141000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,10036.0
44930827,-,OPEL,Combo,2007,Goods wagon,No,Petrol,1.4,260000 km,4.0,Manual,Front,02-Mar,Left wheel,White,1,8154.0
45744738,761,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,46527 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,10192.0
45806550,-,OPEL,Vectra C,2003,Sedan,No,Petrol,2.2,180000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12,8467.0
45789899,-,FORD,Tourneo Connect,2012,Goods wagon,No,Diesel,1.8 Turbo,145000 km,4.0,Manual,Front,02-Mar,Left wheel,White,2,14113.0
45797168,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,191263 km,4.0,Automatic,Front,04-May,Left wheel,White,4,16756.0
41883006,-,FORD,Fusion,2014,Sedan,No,Petrol,2.5,148800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,20385.0
45645685,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706.0
45767018,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,118232 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,1568.0
45504433,448,HONDA,Insight,2012,Hatchback,No,Petrol,1.3,172800 km,4.0,Variator,Front,04-May,Left wheel,Black,8,16621.0
45814792,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,149486 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,314.0
45804539,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,216751 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,22063.0
45746706,1515,FORD,Transit Connect Prastoi,2005,Goods wagon,No,Diesel,1.8 Turbo,189000 km,4.0,Manual,Front,04-May,Left wheel,Red,4,8938.0
45760909,-,INFINITI,FX35,2003,Jeep,Yes,Petrol,3.5,203000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Golden,6,16621.0
45647144,2209,HONDA,Elysion,2011,Minivan,Yes,Petrol,2.4,132000 km,4.0,Automatic,Front,>5,Right-hand drive,White,2,15053.0
45798375,-,MAZDA,Verisa 2007,2007,Hatchback,No,Petrol,1.4,180000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,7840.0
45683762,781,TOYOTA,Camry sport se,2012,Sedan,Yes,Petrol,2.5,100000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12,24775.0
45790378,-,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,161000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,17249.0
45720776,-,TOYOTA,Prius,2005,Sedan,No,Hybrid,1.5,205000 km,4.0,Variator,Front,04-May,Left wheel,Silver,8,12544.0
45760082,-,MERCEDES-BENZ,ML 280,2009,Jeep,Yes,Diesel,3.0 Turbo,158000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,34494.0
45790261,-,BMW,X5,2003,Jeep,Yes,Petrol,3,1000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,13172.0
45809900,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,107000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,18422.0
45815345,474,FIAT,500,2013,Sedan,Yes,Petrol,1.4,95000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8,10036.0
45815334,-,MERCEDES-BENZ,E 200,2008,Sedan,Yes,Diesel,2.2 Turbo,0 km,4.0,Automatic,Rear,04-May,Left wheel,White,4,18817.0
45788376,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,240000 km,4.0,Automatic,Front,04-May,Left wheel,White,7,18503.0
45774373,1051,HONDA,Cr-v,2016,Jeep,Yes,Petrol,2.4,88968 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,10036.0
45758092,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,2430.0
44070835,-,SUZUKI,Grand Vitara,2005,Jeep,No,Petrol,2.7 Turbo,170000 km,6.0,Manual,Rear,04-May,Left wheel,Grey,8,13172.0
45525921,586,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,89000 km,4.0,Variator,Front,04-May,Left wheel,Black,10,18503.0
45649142,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,3450.0
45809072,382,TOYOTA,Aqua,2017,Hatchback,Yes,Hybrid,1.5,86658 km,4.0,Automatic,Front,04-May,Left wheel,White,4,15273.0
45811235,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,55362 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12,18189.0
45789598,-,VOLKSWAGEN,Golf 4,1998,Hatchback,No,CNG,1.6,272000 km,4.0,Manual,Front,04-May,Left wheel,Silver,0,6000.0
45780976,-,TOYOTA,Prius,2012,Hatchback,No,Petrol,1.8,230400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,18817.0
45733183,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,306922 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,10663.0
45654413,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,5018.0
45729920,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,101285 km,4.0,Automatic,Front,04-May,Left wheel,White,4,29094.0
45803338,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,402881 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,11604.0
45772499,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,287274 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,125.0
45816296,1018,BMW,X5,2011,Jeep,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,2979.0
45653494,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704 km,4.0,Automatic,Front,04-May,Left wheel,White,0,706.0
45805473,-,MERCEDES-BENZ,B 170,2007,Sedan,Yes,Petrol,1.7,102000 km,4.0,Automatic,Front,04-May,Left wheel,Black,11,11917.0
45803947,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,119310 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,21103.0
44991441,1292,MERCEDES-BENZ,GLE 400 A M G,2016,Jeep,Yes,Petrol,3.0 Turbo,73000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,254024.0
45660722,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12,34811.0
45808278,1091,MAZDA,1000,2016,Jeep,Yes,Petrol,2.5,0 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12,1098.0
45715348,502,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,79000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,17249.0
45759862,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,12858.0
45762941,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,42395 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0,1254.0
45813785,-,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,80000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,29793.0
45816284,917,BMW,X5,2013,Jeep,Yes,Petrol,3,168395 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,13485.0
45776401,2858,MERCEDES-BENZ,E 550,2008,Sedan,Yes,Petrol,5.5,162000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,26657.0
45780176,-,LEXUS,RX 400,2005,Jeep,Yes,Hybrid,3.3,190000 km,6.0,Variator,4x4,04-May,Left wheel,Silver,8,18189.0
45795373,-,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,190000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,0,8781.0
45769532,1820,TOYOTA,Tacoma,2019,Sedan,Yes,Petrol,3.5,17542 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12,31047.0
45752288,880,NISSAN,Versa,2018,Sedan,Yes,Petrol,1.6,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,2587.0
45803531,-,TOYOTA,Highlander LIMITED,2009,Jeep,Yes,Hybrid,3.3,68609 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,8,39201.0
45815831,-,BMW,328,2000,Coupe,No,Petrol,2.8,230000 km,6.0,Manual,Rear,02-Mar,Left wheel,Blue,2,8311.0
45803589,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,451634 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,13172.0
45667814,-,MERCEDES-BENZ,Sprinter,2006,Microbus,No,Diesel,2.9 Turbo,300000 km,5.0,Manual,Rear,04-May,Left wheel,White,0,21953.0
44804181,1111,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,81000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,7700.0
45640930,915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,0,25089.0
45732713,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,665558 km,4.0,Automatic,Front,04-May,Left wheel,White,4,10349.0
45488229,-,TOYOTA,4Runner,2007,Jeep,Yes,Petrol,4.7,2200000 km,8.0,Automatic,4x4,>5,Left wheel,Black,6,27598.0
45802580,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,208082 km,4.0,Automatic,Front,04-May,Left wheel,White,4,43548.0
45775575,-,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,3,160000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,16,28225.0
45625903,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,207694 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,10036.0
45764233,1194,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,4,239342 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,220.0
45810587,1017,CHEVROLET,Orlando,2017,Jeep,Yes,LPG,2,27992 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,21796.0
45812446,-,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,1360000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10,19757.0
45797596,-,BMW,X5,2007,Jeep,Yes,Petrol,4.8,220000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,29793.0
45787221,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4 Turbo,158000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,11604.0
45724787,-,FIAT,Doblo,2002,Goods wagon,No,Diesel,1.9,170000 km,4.0,Manual,Front,04-May,Left wheel,Yellow,12,8467.0
